Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price
HDFC,EQ,27-Mar-19,1946.3,1955.55,1959,1906,1914.1,1919.9,1937.71
HDFC,EQ,28-Mar-19,1919.9,1917,1950,1912.05,1942.1,1944.45,1942.93
HDFC,EQ,29-Mar-19,1944.45,1950.05,1972.25,1936.05,1964,1968.25,1956.38
HDFC,EQ,1-Apr-19,1968.25,1968.1,1975,1945.05,1951,1959.65,1960.06
HDFC,EQ,2-Apr-19,1959.65,1966.1,2001,1955,1998.95,1995.95,1979.73
HDFC,EQ,3-Apr-19,1995.95,2004,2032.45,1997.15,2008.75,2013.1,2019.73
HDFC,EQ,4-Apr-19,2013.1,2008,2058.8,2006.3,2041.9,2042.05,2037.46
HDFC,EQ,5-Apr-19,2042.05,2045,2065,2035,2064.5,2059.2,2055.28
HDFC,EQ,8-Apr-19,2059.2,2068,2072.5,2029.25,2052,2054.9,2048.64
HDFC,EQ,9-Apr-19,2054.9,2062.5,2073,2039.15,2067,2069.15,2057.72
HDFC,EQ,10-Apr-19,2069.15,2067.5,2068,2025.1,2029.95,2029.25,2038.39
HDFC,EQ,11-Apr-19,2029.25,2028,2048,2017.5,2018.1,2022.8,2029.46
HDFC,EQ,12-Apr-19,2022.8,2024,2029.9,2008.1,2023,2024.95,2020.07
HDFC,EQ,15-Apr-19,2024.95,2034.9,2034.9,2010,2012,2014.25,2019.1
HDFC,EQ,16-Apr-19,2014.25,2019.7,2034.3,2016.1,2027.2,2026.7,2025.8
HDFC,EQ,18-Apr-19,2026.7,2040,2047.9,1998.15,2005,2003.75,2013.04
HDFC,EQ,22-Apr-19,2003.75,2005,2010,1948,1958.5,1953.9,1970.41
HDFC,EQ,23-Apr-19,1953.9,1958,1966.25,1929.6,1930,1934.7,1944.34
HDFC,EQ,24-Apr-19,1934.7,1943.9,1985,1933.25,1984.7,1980.4,1958.44
HDFC,EQ,25-Apr-19,1980.4,1987.55,1998.8,1946.55,1951.45,1955.15,1970.35
HDFC,EQ,26-Apr-19,1955.15,1959.3,1982.15,1941.6,1976.95,1977.4,1963.96
HDFC,EQ,30-Apr-19,1977.4,1977.4,1999.85,1954.2,1995.55,1995.05,1976.43
HDFC,EQ,2-May-19,1995.05,1995,2027.9,1989.25,2018,2017.4,2012.44
HDFC,EQ,3-May-19,2017.4,2017.5,2037.6,2000,2002.8,2006.4,2020.47
HDFC,EQ,6-May-19,2006.4,1987.25,1993.95,1957,1965.9,1965.45,1967.93
HDFC,EQ,7-May-19,1965.45,1974.8,2009.15,1959.2,1964.5,1966.3,1983.01
