Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price
HDFC,EQ,22-Jan-19,2004.45,1999,2002.15,1968.5,1981.3,1979.4,1978.04
HDFC,EQ,23-Jan-19,1979.4,1981.8,1984.95,1951.3,1957.25,1958.25,1963.4
HDFC,EQ,24-Jan-19,1958.25,1960,1976,1942.15,1972.5,1971.1,1956.37
HDFC,EQ,25-Jan-19,1971.1,1964.4,1993,1963.95,1973.35,1977.8,1982.39
HDFC,EQ,28-Jan-19,1977.8,1978.7,1982.2,1938.1,1951,1946.9,1953.84
HDFC,EQ,29-Jan-19,1946.9,1943.7,1949.9,1893.3,1928.5,1922.3,1924.99
HDFC,EQ,30-Jan-19,1922.3,1924.6,1929.3,1869.5,1878.9,1885.8,1885.95
HDFC,EQ,31-Jan-19,1885.8,1883,1941.2,1877.3,1919,1922.35,1909.13
HDFC,EQ,1-Feb-19,1922.35,1929,1974.45,1925.1,1963.7,1961.25,1955.77
HDFC,EQ,4-Feb-19,1961.25,1959.9,1981.95,1942,1975,1978.5,1964.33
HDFC,EQ,5-Feb-19,1978.5,1979.8,1985,1962.25,1980,1981.4,1974.51
HDFC,EQ,6-Feb-19,1981.4,1983.6,1994.9,1975.5,1990,1987.95,1988.96
HDFC,EQ,7-Feb-19,1987.95,1990.05,1991.95,1962.55,1965.5,1969.65,1976.27
HDFC,EQ,8-Feb-19,1969.65,1963.1,1968.6,1936.85,1939.6,1944.65,1956.33
HDFC,BL,11-Feb-19,1257.7,1944.65,1944.65,1944.65,1944.65,1944.65,1944.65
HDFC,EQ,11-Feb-19,1944.65,1943.9,1959,1935.6,1951.25,1948.2,1947.12
HDFC,EQ,12-Feb-19,1948.2,1950,1956.4,1901.15,1904.5,1905.05,1924.17
HDFC,EQ,13-Feb-19,1905.05,1907.1,1943,1907.1,1920.75,1930.5,1928.38
HDFC,EQ,14-Feb-19,1930.5,1921,1929.25,1893.85,1905.45,1900.7,1910.35
HDFC,EQ,15-Feb-19,1900.7,1900.6,1900.6,1856.5,1877.25,1874.9,1872.23
HDFC,BL,18-Feb-19,1944.65,1874.9,1874.9,1874.9,1874.9,1874.9,1874.9
HDFC,EQ,18-Feb-19,1874.9,1877.3,1893,1864.05,1873.8,1874.85,1874.84
HDFC,EQ,19-Feb-19,1874.85,1870,1888.5,1844.25,1849.25,1853.45,1869.81
HDFC,EQ,20-Feb-19,1853.45,1865,1874.95,1858,1869,1870.5,1866.82
HDFC,EQ,21-Feb-19,1870.5,1871,1894.7,1865.1,1890.45,1891.45,1881.67
HDFC,EQ,22-Feb-19,1891.45,1893.95,1899,1877.5,1887,1887.4,1888.58
HDFC,BL,25-Feb-19,1874.9,1887.4,1887.4,1887.4,1887.4,1887.4,1887.4
HDFC,EQ,25-Feb-19,1887.4,1897.9,1897.9,1871.5,1896.9,1894.5,1886.54
HDFC,EQ,26-Feb-19,1894.5,1874,1894.65,1850,1856,1853.65,1865.27
HDFC,EQ,27-Feb-19,1853.65,1868,1870,1820,1840.5,1841,1845.85
HDFC,EQ,28-Feb-19,1841,1849,1853.65,1834.6,1841.8,1841.2,1841.82
HDFC,EQ,1-Mar-19,1841.2,1850.4,1863.4,1838.3,1859.8,1859.45,1851.62
HDFC,EQ,5-Mar-19,1859.45,1856.8,1868.4,1838.55,1860.05,1860,1857.2
HDFC,EQ,6-Mar-19,1860,1864.7,1889.5,1858.8,1886,1885.2,1873.84
HDFC,EQ,7-Mar-19,1885.2,1892,1892,1865.2,1879,1880.2,1878.9
HDFC,EQ,8-Mar-19,1880.2,1879,1888,1871.1,1886.3,1884.05,1879.97
HDFC,EQ,11-Mar-19,1884.05,1886.35,1903.8,1884,1902.8,1897.55,1895.34
HDFC,EQ,12-Mar-19,1897.55,1914.9,1936.65,1900.1,1926.25,1930,1915.08
HDFC,EQ,13-Mar-19,1930,1939,1964.4,1923.4,1948.2,1950.65,1946.93
HDFC,EQ,14-Mar-19,1950.65,1971.8,1975.1,1949.3,1961.1,1956.95,1959.13
HDFC,EQ,15-Mar-19,1956.95,1960,1991.7,1955.9,1976.8,1974.65,1972.9
HDFC,EQ,18-Mar-19,1974.65,1982,1994.95,1953.1,1967,1962.4,1968.65
HDFC,EQ,19-Mar-19,1962.4,1972.9,1978.55,1962.1,1967,1967.85,1968.78
HDFC,EQ,20-Mar-19,1967.85,1975,1998,1968.1,1985,1987.55,1984.87
HDFC,BL,22-Mar-19,1887.4,1987.55,1987.55,1987.55,1987.55,1987.55,1987.55
HDFC,EQ,22-Mar-19,1987.55,1998,2010,1970.6,1988,1981.55,1991.26
HDFC,EQ,25-Mar-19,1981.55,1976.9,1976.9,1938.2,1944.65,1945.65,1952.32
HDFC,EQ,26-Mar-19,1945.65,1950.4,1953.35,1930.85,1948.2,1946.3,1944.21
